timestamp,tag_id,x,y,z,quality,source
2026-05-01 09:01:58.000,worker_anon_01,4.154,2.548,1.1,0.96,sample
2026-05-01 09:01:59.000,worker_anon_01,3.953,2.545,1.1,0.9,sample
2026-05-01 09:02:00.000,worker_anon_01,3.844,2.514,1.1,0.93,sample
2026-05-01 09:02:01.000,worker_anon_01,3.73,2.403,1.1,0.93,sample
2026-05-01 09:02:02.000,worker_anon_01,3.662,2.338,1.1,0.83,sample
2026-05-01 09:02:03.000,worker_anon_01,3.579,2.358,1.1,0.83,sample
2026-05-01 09:02:04.000,worker_anon_01,3.449,2.283,1.1,0.9,sample
2026-05-01 09:02:05.000,worker_anon_01,3.349,2.173,1.1,0.9,sample
2026-05-01 09:02:06.000,worker_anon_01,3.241,2.139,1.1,0.8,sample
2026-05-01 09:02:07.000,worker_anon_01,3.081,2.12,1.1,0.79,sample
2026-05-01 09:02:08.000,worker_anon_01,2.964,2.024,1.1,0.79,sample
2026-05-01 09:02:09.000,worker_anon_01,2.84,2.01,1.1,0.89,sample
2026-05-01 09:02:10.000,worker_anon_01,2.754,1.943,1.1,0.89,sample
2026-05-01 09:02:11.000,worker_anon_01,2.629,1.855,1.1,0.79,sample
2026-05-01 09:02:12.000,worker_anon_01,2.583,1.851,1.1,0.83,sample
2026-05-01 09:02:13.000,worker_anon_01,2.464,1.786,1.1,0.83,sample
2026-05-01 09:02:14.000,worker_anon_01,2.347,1.687,1.1,0.78,sample
2026-05-01 09:02:15.000,worker_anon_01,2.246,1.675,1.1,0.95,sample
2026-05-01 09:02:16.000,worker_anon_01,2.074,1.623,1.1,0.81,sample
2026-05-01 09:02:17.000,worker_anon_01,2.163,1.542,1.1,0.81,sample
2026-05-01 09:02:18.000,worker_anon_01,2.031,1.65,1.1,0.87,sample
2026-05-01 09:02:19.000,worker_anon_01,2.08,1.643,1.1,0.93,sample
2026-05-01 09:02:20.000,worker_anon_01,2.137,1.587,1.1,0.95,sample
2026-05-01 09:02:21.000,worker_anon_01,2.153,1.554,1.1,0.82,sample
2026-05-01 09:02:22.000,worker_anon_01,2.121,1.561,1.1,0.93,sample
2026-05-01 09:02:23.000,worker_anon_01,2.123,1.649,1.1,0.84,sample
2026-05-01 09:02:24.000,worker_anon_01,2.112,1.618,1.1,0.9,sample
2026-05-01 09:02:25.000,worker_anon_01,2.055,1.647,1.1,0.91,sample
2026-05-01 09:02:26.000,worker_anon_01,2.15,1.605,1.1,0.95,sample
2026-05-01 09:02:27.000,worker_anon_01,2.085,1.602,1.1,0.85,sample
2026-05-01 09:02:28.000,worker_anon_01,2.162,1.531,1.1,0.81,sample
2026-05-01 09:02:29.000,worker_anon_01,2.149,1.587,1.1,0.88,sample
2026-05-01 09:02:30.000,worker_anon_01,2.091,1.659,1.1,0.87,sample
2026-05-01 09:02:31.000,worker_anon_01,2.15,1.553,1.1,0.98,sample
2026-05-01 09:02:32.000,worker_anon_01,2.086,1.587,1.1,0.82,sample
2026-05-01 09:02:33.000,worker_anon_01,2.164,1.617,1.1,0.82,sample
2026-05-01 09:02:34.000,worker_anon_01,2.033,1.65,1.1,0.81,sample
2026-05-01 09:02:35.000,worker_anon_01,2.07,1.625,1.1,0.86,sample
2026-05-01 09:02:36.000,worker_anon_01,2.16,1.635,1.1,0.85,sample
2026-05-01 09:02:37.000,worker_anon_01,2.115,1.628,1.1,0.92,sample
2026-05-01 09:02:38.000,worker_anon_01,2.064,1.543,1.1,0.97,sample
2026-05-01 09:02:39.000,worker_anon_01,2.052,1.542,1.1,0.82,sample
2026-05-01 09:02:40.000,worker_anon_01,2.135,1.627,1.1,0.91,sample
2026-05-01 09:02:41.000,worker_anon_01,2.129,1.62,1.1,0.96,sample
2026-05-01 09:02:42.000,worker_anon_01,2.175,1.498,1.1,0.88,sample
2026-05-01 09:02:43.000,worker_anon_01,2.33,1.456,1.1,0.93,sample
2026-05-01 09:02:44.000,worker_anon_01,2.424,1.43,1.1,0.81,sample
2026-05-01 09:02:45.000,worker_anon_01,2.539,1.322,1.1,0.93,sample
2026-05-01 09:02:46.000,worker_anon_01,2.649,1.251,1.1,0.9,sample
2026-05-01 09:02:47.000,worker_anon_01,2.704,1.199,1.1,0.93,sample
2026-05-01 09:02:48.000,worker_anon_01,2.834,1.171,1.1,0.81,sample
2026-05-01 09:02:49.000,worker_anon_01,2.961,1.049,1.1,0.82,sample
2026-05-01 09:02:50.000,worker_anon_01,3.062,0.982,1.1,0.86,sample
2026-05-01 09:02:51.000,worker_anon_01,3.141,0.981,1.1,0.82,sample
2026-05-01 09:02:52.000,worker_anon_01,3.262,0.925,1.1,0.79,sample
2026-05-01 09:02:53.000,worker_anon_01,3.381,0.803,1.1,0.8,sample
2026-05-01 09:02:54.000,worker_anon_01,3.452,0.779,1.1,0.82,sample
2026-05-01 09:02:55.000,worker_anon_01,3.572,0.677,1.1,0.95,sample
2026-05-01 09:02:56.000,worker_anon_01,3.654,0.612,1.1,0.85,sample
2026-05-01 09:02:57.000,worker_anon_01,3.812,0.558,1.1,0.9,sample
2026-05-01 09:02:58.000,worker_anon_01,3.929,0.468,1.1,0.85,sample
2026-05-01 09:02:59.000,worker_anon_01,3.939,0.527,1.1,0.93,sample
2026-05-01 09:03:00.000,worker_anon_01,3.869,0.455,1.1,0.91,sample
2026-05-01 09:03:01.000,worker_anon_01,3.862,0.532,1.1,0.97,sample
2026-05-01 09:03:02.000,worker_anon_01,3.838,0.558,1.1,0.87,sample
2026-05-01 09:03:03.000,worker_anon_01,3.89,0.564,1.1,0.83,sample
2026-05-01 09:03:04.000,worker_anon_01,3.917,0.533,1.1,0.91,sample
2026-05-01 09:03:05.000,worker_anon_01,3.98,0.524,1.1,0.91,sample
2026-05-01 09:03:06.000,worker_anon_01,4.071,0.643,1.1,0.94,sample
2026-05-01 09:03:07.000,worker_anon_01,4.217,0.694,1.1,0.86,sample
2026-05-01 09:03:08.000,worker_anon_01,4.287,0.694,1.1,0.88,sample
2026-05-01 09:03:09.000,worker_anon_01,4.417,0.754,1.1,0.82,sample
2026-05-01 09:03:10.000,worker_anon_01,4.569,0.818,1.1,0.79,sample
2026-05-01 09:03:11.000,worker_anon_01,4.646,0.914,1.1,0.84,sample
2026-05-01 09:03:12.000,worker_anon_01,4.714,0.948,1.1,0.83,sample
2026-05-01 09:03:13.000,worker_anon_01,4.828,0.992,1.1,0.86,sample
2026-05-01 09:03:14.000,worker_anon_01,4.98,1.083,1.1,0.78,sample
2026-05-01 09:03:15.000,worker_anon_01,5.086,1.153,1.1,0.91,sample
2026-05-01 09:03:16.000,worker_anon_01,5.126,1.174,1.1,0.89,sample
2026-05-01 09:03:17.000,worker_anon_01,5.304,1.277,1.1,0.81,sample
2026-05-01 09:03:18.000,worker_anon_01,5.364,1.33,1.1,0.84,sample
2026-05-01 09:03:19.000,worker_anon_01,5.477,1.394,1.1,0.95,sample
2026-05-01 09:03:20.000,worker_anon_01,5.596,1.431,1.1,0.88,sample
2026-05-01 09:03:21.000,worker_anon_01,5.685,1.524,1.1,0.81,sample
2026-05-01 09:03:22.000,worker_anon_01,5.812,1.533,1.1,0.94,sample
2026-05-01 09:03:23.000,worker_anon_01,5.871,1.597,1.1,0.87,sample
2026-05-01 09:03:24.000,worker_anon_01,5.941,1.614,1.1,0.91,sample
2026-05-01 09:03:25.000,worker_anon_01,5.911,1.622,1.1,0.97,sample
2026-05-01 09:03:26.000,worker_anon_01,5.895,1.636,1.1,0.85,sample
2026-05-01 09:03:27.000,worker_anon_01,5.831,1.619,1.1,0.8,sample
2026-05-01 09:03:28.000,worker_anon_01,5.931,1.596,1.1,0.81,sample
2026-05-01 09:03:29.000,worker_anon_01,5.886,1.62,1.1,0.9,sample
2026-05-01 09:03:30.000,worker_anon_01,5.864,1.575,1.1,0.96,sample
2026-05-01 09:03:31.000,worker_anon_01,5.849,1.574,1.1,0.88,sample
2026-05-01 09:03:32.000,worker_anon_01,5.965,1.571,1.1,0.81,sample
2026-05-01 09:03:33.000,worker_anon_01,5.855,1.604,1.1,0.97,sample
2026-05-01 09:03:34.000,worker_anon_01,5.951,1.575,1.1,0.95,sample
2026-05-01 09:03:35.000,worker_anon_01,5.936,1.625,1.1,0.84,sample
2026-05-01 09:03:36.000,worker_anon_01,5.935,1.545,1.1,0.97,sample
2026-05-01 09:03:37.000,worker_anon_01,5.91,1.63,1.1,0.89,sample
2026-05-01 09:03:38.000,worker_anon_01,5.897,1.614,1.1,0.82,sample
2026-05-01 09:03:39.000,worker_anon_01,5.837,1.568,1.1,0.9,sample
2026-05-01 09:03:40.000,worker_anon_01,5.907,1.591,1.1,0.92,sample
2026-05-01 09:03:41.000,worker_anon_01,5.961,1.628,1.1,0.92,sample
2026-05-01 09:03:42.000,worker_anon_01,5.913,1.65,1.1,0.89,sample
2026-05-01 09:03:43.000,worker_anon_01,5.931,1.575,1.1,0.81,sample
2026-05-01 09:03:44.000,worker_anon_01,5.84,1.649,1.1,0.97,sample
2026-05-01 09:03:45.000,worker_anon_01,5.897,1.646,1.1,0.93,sample
2026-05-01 09:03:46.000,worker_anon_01,5.925,1.554,1.1,0.96,sample
2026-05-01 09:03:47.000,worker_anon_01,5.876,1.603,1.1,0.86,sample
2026-05-01 09:03:48.000,worker_anon_01,5.903,1.566,1.1,0.85,sample
