timestamp,tag_id,x,y,z,quality,source
2026-05-01 09:00:50.000,worker_anon_01,3.93,4.377,1.1,0.85,sample
2026-05-01 09:00:51.000,worker_anon_01,3.886,4.424,1.1,0.88,sample
2026-05-01 09:00:52.000,worker_anon_01,3.966,4.403,1.1,0.97,sample
2026-05-01 09:00:53.000,worker_anon_01,3.865,4.363,1.1,0.86,sample
2026-05-01 09:00:54.000,worker_anon_01,3.953,4.374,1.1,0.87,sample
2026-05-01 09:00:55.000,worker_anon_01,3.957,4.343,1.1,0.89,sample
2026-05-01 09:00:56.000,worker_anon_01,3.864,4.353,1.1,0.8,sample
2026-05-01 09:00:57.000,worker_anon_01,3.869,4.454,1.1,0.84,sample
2026-05-01 09:00:58.000,worker_anon_01,3.816,4.29,1.1,0.84,sample
2026-05-01 09:00:59.000,worker_anon_01,3.733,4.175,1.1,0.89,sample
2026-05-01 09:01:00.000,worker_anon_01,3.731,4.127,1.1,0.82,sample
2026-05-01 09:01:01.000,worker_anon_01,3.629,3.98,1.1,0.88,sample
2026-05-01 09:01:02.000,worker_anon_01,3.538,3.896,1.1,0.88,sample
2026-05-01 09:01:03.000,worker_anon_01,3.474,3.802,1.1,0.91,sample
2026-05-01 09:01:04.000,worker_anon_01,3.436,3.683,1.1,0.87,sample
2026-05-01 09:01:05.000,worker_anon_01,3.337,3.533,1.1,0.91,sample
2026-05-01 09:01:06.000,worker_anon_01,3.332,3.467,1.1,0.92,sample
2026-05-01 09:01:07.000,worker_anon_01,3.246,3.327,1.1,0.82,sample
2026-05-01 09:01:08.000,worker_anon_01,3.138,3.231,1.1,0.83,sample
2026-05-01 09:01:09.000,worker_anon_01,3.128,3.167,1.1,0.95,sample
2026-05-01 09:01:10.000,worker_anon_01,3.071,3.038,1.1,0.83,sample
2026-05-01 09:01:11.000,worker_anon_01,2.955,2.969,1.1,0.88,sample
2026-05-01 09:01:12.000,worker_anon_01,2.94,2.844,1.1,0.92,sample
2026-05-01 09:01:13.000,worker_anon_01,2.831,2.76,1.1,0.93,sample
2026-05-01 09:01:14.000,worker_anon_01,2.762,2.617,1.1,0.83,sample
2026-05-01 09:01:15.000,worker_anon_01,2.711,2.549,1.1,0.82,sample
2026-05-01 09:01:16.000,worker_anon_01,2.669,2.46,1.1,0.93,sample
2026-05-01 09:01:17.000,worker_anon_01,2.527,2.288,1.1,0.94,sample
2026-05-01 09:01:18.000,worker_anon_01,2.516,2.228,1.1,0.95,sample
2026-05-01 09:01:19.000,worker_anon_01,2.399,2.141,1.1,0.88,sample
2026-05-01 09:01:20.000,worker_anon_01,2.345,1.979,1.1,0.88,sample
2026-05-01 09:01:21.000,worker_anon_01,2.305,1.939,1.1,0.89,sample
2026-05-01 09:01:22.000,worker_anon_01,2.201,1.801,1.1,0.94,sample
2026-05-01 09:01:23.000,worker_anon_01,2.2,1.74,1.1,0.94,sample
2026-05-01 09:01:24.000,worker_anon_01,2.08,1.608,1.1,0.9,sample
2026-05-01 09:01:25.000,worker_anon_01,2.037,1.54,1.1,0.94,sample
2026-05-01 09:01:26.000,worker_anon_01,2.032,1.608,1.1,0.95,sample
2026-05-01 09:01:27.000,worker_anon_01,2.05,1.615,1.1,0.94,sample
2026-05-01 09:01:28.000,worker_anon_01,2.131,1.605,1.1,0.81,sample
2026-05-01 09:01:29.000,worker_anon_01,2.138,1.659,1.1,0.83,sample
2026-05-01 09:01:30.000,worker_anon_01,2.089,1.547,1.1,0.85,sample
2026-05-01 09:01:31.000,worker_anon_01,2.079,1.557,1.1,0.92,sample
2026-05-01 09:01:32.000,worker_anon_01,2.152,1.557,1.1,0.98,sample
2026-05-01 09:01:33.000,worker_anon_01,2.07,1.561,1.1,0.82,sample
2026-05-01 09:01:34.000,worker_anon_01,2.16,1.651,1.1,0.91,sample
2026-05-01 09:01:35.000,worker_anon_01,2.122,1.613,1.1,0.84,sample
2026-05-01 09:01:36.000,worker_anon_01,2.102,1.536,1.1,0.97,sample
2026-05-01 09:01:37.000,worker_anon_01,2.154,1.664,1.1,0.86,sample
2026-05-01 09:01:38.000,worker_anon_01,2.116,1.579,1.1,0.96,sample
2026-05-01 09:01:39.000,worker_anon_01,2.042,1.63,1.1,0.83,sample
2026-05-01 09:01:40.000,worker_anon_01,2.066,1.607,1.1,0.86,sample
2026-05-01 09:01:41.000,worker_anon_01,2.14,1.559,1.1,0.9,sample
2026-05-01 09:01:42.000,worker_anon_01,2.082,1.564,1.1,0.95,sample
2026-05-01 09:01:43.000,worker_anon_01,2.118,1.641,1.1,0.96,sample
2026-05-01 09:01:44.000,worker_anon_01,2.07,1.543,1.1,0.84,sample
2026-05-01 09:01:45.000,worker_anon_01,2.111,1.587,1.1,0.89,sample
2026-05-01 09:01:46.000,worker_anon_01,2.045,1.63,1.1,0.92,sample
2026-05-01 09:01:47.000,worker_anon_01,2.072,1.579,1.1,0.94,sample
2026-05-01 09:01:48.000,worker_anon_01,2.148,1.642,1.1,0.96,sample
2026-05-01 09:01:49.000,worker_anon_01,2.071,1.632,1.1,0.85,sample
2026-05-01 09:01:50.000,worker_anon_01,2.198,1.566,1.1,0.94,sample
2026-05-01 09:01:51.000,worker_anon_01,2.325,1.488,1.1,0.84,sample
2026-05-01 09:01:52.000,worker_anon_01,2.432,1.361,1.1,0.83,sample
2026-05-01 09:01:53.000,worker_anon_01,2.512,1.328,1.1,0.9,sample
2026-05-01 09:01:54.000,worker_anon_01,2.63,1.248,1.1,0.81,sample
2026-05-01 09:01:55.000,worker_anon_01,2.721,1.203,1.1,0.93,sample
2026-05-01 09:01:56.000,worker_anon_01,2.839,1.131,1.1,0.94,sample
2026-05-01 09:01:57.000,worker_anon_01,2.928,1.082,1.1,0.93,sample
2026-05-01 09:01:58.000,worker_anon_01,2.978,0.971,1.1,0.91,sample
2026-05-01 09:01:59.000,worker_anon_01,3.076,0.902,1.1,0.87,sample
2026-05-01 09:02:00.000,worker_anon_01,3.198,0.889,1.1,0.95,sample
2026-05-01 09:02:01.000,worker_anon_01,3.298,0.838,1.1,0.9,sample
2026-05-01 09:02:02.000,worker_anon_01,3.396,0.718,1.1,0.86,sample
2026-05-01 09:02:03.000,worker_anon_01,3.464,0.652,1.1,0.89,sample
2026-05-01 09:02:04.000,worker_anon_01,3.583,0.625,1.1,0.91,sample
2026-05-01 09:02:05.000,worker_anon_01,3.705,0.53,1.1,0.95,sample
2026-05-01 09:02:06.000,worker_anon_01,3.794,0.482,1.1,0.92,sample
2026-05-01 09:02:07.000,worker_anon_01,3.902,0.367,1.1,0.93,sample
2026-05-01 09:02:08.000,worker_anon_01,3.861,0.42,1.1,0.86,sample
2026-05-01 09:02:09.000,worker_anon_01,3.912,0.374,1.1,0.86,sample
2026-05-01 09:02:10.000,worker_anon_01,3.896,0.447,1.1,0.95,sample
2026-05-01 09:02:11.000,worker_anon_01,3.908,0.441,1.1,0.95,sample
2026-05-01 09:02:12.000,worker_anon_01,3.884,0.379,1.1,0.89,sample
2026-05-01 09:02:13.000,worker_anon_01,3.964,0.415,1.1,0.93,sample
2026-05-01 09:02:14.000,worker_anon_01,3.849,0.344,1.1,0.92,sample
2026-05-01 09:02:15.000,worker_anon_01,3.926,0.363,1.1,0.93,sample
2026-05-01 09:02:16.000,worker_anon_01,3.931,0.446,1.1,0.96,sample
2026-05-01 09:02:17.000,worker_anon_01,3.849,0.354,1.1,0.95,sample
2026-05-01 09:02:18.000,worker_anon_01,3.805,0.481,1.1,0.93,sample
2026-05-01 09:02:19.000,worker_anon_01,3.697,0.525,1.1,0.8,sample
2026-05-01 09:02:20.000,worker_anon_01,3.617,0.581,1.1,0.95,sample
2026-05-01 09:02:21.000,worker_anon_01,3.532,0.668,1.1,0.79,sample
2026-05-01 09:02:22.000,worker_anon_01,3.408,0.721,1.1,0.89,sample
2026-05-01 09:02:23.000,worker_anon_01,3.286,0.761,1.1,0.93,sample
2026-05-01 09:02:24.000,worker_anon_01,3.174,0.887,1.1,0.95,sample
2026-05-01 09:02:25.000,worker_anon_01,3.105,0.927,1.1,0.95,sample
2026-05-01 09:02:26.000,worker_anon_01,3.006,1.0,1.1,0.79,sample
2026-05-01 09:02:27.000,worker_anon_01,2.906,1.089,1.1,0.83,sample
2026-05-01 09:02:28.000,worker_anon_01,2.772,1.144,1.1,0.81,sample
2026-05-01 09:02:29.000,worker_anon_01,2.67,1.238,1.1,0.93,sample
2026-05-01 09:02:30.000,worker_anon_01,2.592,1.303,1.1,0.87,sample
2026-05-01 09:02:31.000,worker_anon_01,2.474,1.296,1.1,0.82,sample
2026-05-01 09:02:32.000,worker_anon_01,2.4,1.402,1.1,0.91,sample
2026-05-01 09:02:33.000,worker_anon_01,2.322,1.438,1.1,0.91,sample
2026-05-01 09:02:34.000,worker_anon_01,2.206,1.551,1.1,0.85,sample
2026-05-01 09:02:35.000,worker_anon_01,2.137,1.609,1.1,0.91,sample
2026-05-01 09:02:36.000,worker_anon_01,2.146,1.656,1.1,0.84,sample
2026-05-01 09:02:37.000,worker_anon_01,2.132,1.584,1.1,0.93,sample
2026-05-01 09:02:38.000,worker_anon_01,2.099,1.575,1.1,0.89,sample
2026-05-01 09:02:39.000,worker_anon_01,2.057,1.58,1.1,0.83,sample
2026-05-01 09:02:40.000,worker_anon_01,2.139,1.631,1.1,0.95,sample
2026-05-01 09:02:41.000,worker_anon_01,2.121,1.581,1.1,0.95,sample
2026-05-01 09:02:42.000,worker_anon_01,2.12,1.582,1.1,0.97,sample
2026-05-01 09:02:43.000,worker_anon_01,2.147,1.63,1.1,0.86,sample
2026-05-01 09:02:44.000,worker_anon_01,2.13,1.546,1.1,0.93,sample
2026-05-01 09:02:45.000,worker_anon_01,2.038,1.599,1.1,0.8,sample
2026-05-01 09:02:46.000,worker_anon_01,2.038,1.54,1.1,0.97,sample
2026-05-01 09:02:47.000,worker_anon_01,2.101,1.532,1.1,0.9,sample
2026-05-01 09:02:48.000,worker_anon_01,2.088,1.54,1.1,0.91,sample
2026-05-01 09:02:49.000,worker_anon_01,2.057,1.658,1.1,0.97,sample
2026-05-01 09:02:50.000,worker_anon_01,2.157,1.655,1.1,0.82,sample
2026-05-01 09:02:51.000,worker_anon_01,2.097,1.565,1.1,0.9,sample
2026-05-01 09:02:52.000,worker_anon_01,2.083,1.607,1.1,0.92,sample
2026-05-01 09:02:53.000,worker_anon_01,2.048,1.567,1.1,0.83,sample
2026-05-01 09:02:54.000,worker_anon_01,2.101,1.575,1.1,0.88,sample
2026-05-01 09:02:55.000,worker_anon_01,2.164,1.632,1.1,0.96,sample
2026-05-01 09:02:56.000,worker_anon_01,2.169,1.602,1.1,0.81,sample
2026-05-01 09:02:57.000,worker_anon_01,2.107,1.582,1.1,0.81,sample
2026-05-01 09:02:58.000,worker_anon_01,2.068,1.629,1.1,0.85,sample
2026-05-01 09:02:59.000,worker_anon_01,2.039,1.547,1.1,0.96,sample
2026-05-01 09:03:00.000,worker_anon_01,2.108,1.646,1.1,0.85,sample
2026-05-01 09:03:01.000,worker_anon_01,2.25,1.593,1.1,0.8,sample
2026-05-01 09:03:02.000,worker_anon_01,2.31,1.612,1.1,0.87,sample
2026-05-01 09:03:03.000,worker_anon_01,2.447,1.566,1.1,0.81,sample
2026-05-01 09:03:04.000,worker_anon_01,2.585,1.613,1.1,0.81,sample
2026-05-01 09:03:05.000,worker_anon_01,2.689,1.61,1.1,0.78,sample
2026-05-01 09:03:06.000,worker_anon_01,2.853,1.636,1.1,0.87,sample
2026-05-01 09:03:07.000,worker_anon_01,2.921,1.587,1.1,0.82,sample
2026-05-01 09:03:08.000,worker_anon_01,3.081,1.617,1.1,0.79,sample
2026-05-01 09:03:09.000,worker_anon_01,3.175,1.628,1.1,0.89,sample
2026-05-01 09:03:10.000,worker_anon_01,3.309,1.575,1.1,0.87,sample
2026-05-01 09:03:11.000,worker_anon_01,3.44,1.601,1.1,0.83,sample
2026-05-01 09:03:12.000,worker_anon_01,3.534,1.624,1.1,0.95,sample
2026-05-01 09:03:13.000,worker_anon_01,3.7,1.627,1.1,0.94,sample
2026-05-01 09:03:14.000,worker_anon_01,3.84,1.612,1.1,0.83,sample
2026-05-01 09:03:15.000,worker_anon_01,3.974,1.591,1.1,0.79,sample
2026-05-01 09:03:16.000,worker_anon_01,4.082,1.619,1.1,0.79,sample
2026-05-01 09:03:17.000,worker_anon_01,4.176,1.608,1.1,0.9,sample
2026-05-01 09:03:18.000,worker_anon_01,4.309,1.621,1.1,0.94,sample
2026-05-01 09:03:19.000,worker_anon_01,4.39,1.625,1.1,0.81,sample
2026-05-01 09:03:20.000,worker_anon_01,4.578,1.606,1.1,0.93,sample
2026-05-01 09:03:21.000,worker_anon_01,4.697,1.573,1.1,0.89,sample
2026-05-01 09:03:22.000,worker_anon_01,4.761,1.624,1.1,0.91,sample
2026-05-01 09:03:23.000,worker_anon_01,4.95,1.61,1.1,0.93,sample
2026-05-01 09:03:24.000,worker_anon_01,5.034,1.6,1.1,0.87,sample
2026-05-01 09:03:25.000,worker_anon_01,5.17,1.63,1.1,0.78,sample
2026-05-01 09:03:26.000,worker_anon_01,5.287,1.616,1.1,0.83,sample
2026-05-01 09:03:27.000,worker_anon_01,5.375,1.585,1.1,0.86,sample
2026-05-01 09:03:28.000,worker_anon_01,5.541,1.584,1.1,0.79,sample
2026-05-01 09:03:29.000,worker_anon_01,5.663,1.586,1.1,0.83,sample
2026-05-01 09:03:30.000,worker_anon_01,5.741,1.59,1.1,0.85,sample
2026-05-01 09:03:31.000,worker_anon_01,5.896,1.62,1.1,0.93,sample
2026-05-01 09:03:32.000,worker_anon_01,5.969,1.608,1.1,0.91,sample
2026-05-01 09:03:33.000,worker_anon_01,5.845,1.579,1.1,0.88,sample
2026-05-01 09:03:34.000,worker_anon_01,5.9,1.576,1.1,0.85,sample
2026-05-01 09:03:35.000,worker_anon_01,5.961,1.532,1.1,0.87,sample
2026-05-01 09:03:36.000,worker_anon_01,5.838,1.645,1.1,0.91,sample
2026-05-01 09:03:37.000,worker_anon_01,5.956,1.554,1.1,0.88,sample
2026-05-01 09:03:38.000,worker_anon_01,5.952,1.565,1.1,0.92,sample
2026-05-01 09:03:39.000,worker_anon_01,5.837,1.626,1.1,0.91,sample
2026-05-01 09:03:40.000,worker_anon_01,5.873,1.594,1.1,0.84,sample
2026-05-01 09:03:41.000,worker_anon_01,5.936,1.611,1.1,0.81,sample
2026-05-01 09:03:42.000,worker_anon_01,5.911,1.555,1.1,0.96,sample
2026-05-01 09:03:43.000,worker_anon_01,5.926,1.627,1.1,0.86,sample
2026-05-01 09:03:44.000,worker_anon_01,5.969,1.649,1.1,0.94,sample
2026-05-01 09:03:45.000,worker_anon_01,5.83,1.661,1.1,0.93,sample
2026-05-01 09:03:46.000,worker_anon_01,5.907,1.554,1.1,0.88,sample
2026-05-01 09:03:47.000,worker_anon_01,5.868,1.697,1.1,0.81,sample
2026-05-01 09:03:48.000,worker_anon_01,5.776,1.829,1.1,0.78,sample
2026-05-01 09:03:49.000,worker_anon_01,5.697,1.862,1.1,0.79,sample
2026-05-01 09:03:50.000,worker_anon_01,5.575,2.023,1.1,0.95,sample
2026-05-01 09:03:51.000,worker_anon_01,5.538,2.132,1.1,0.83,sample
2026-05-01 09:03:52.000,worker_anon_01,5.47,2.237,1.1,0.95,sample
2026-05-01 09:03:53.000,worker_anon_01,5.409,2.305,1.1,0.85,sample
2026-05-01 09:03:54.000,worker_anon_01,5.36,2.438,1.1,0.83,sample
2026-05-01 09:03:55.000,worker_anon_01,5.271,2.503,1.1,0.82,sample
2026-05-01 09:03:56.000,worker_anon_01,5.182,2.579,1.1,0.95,sample
2026-05-01 09:03:57.000,worker_anon_01,5.118,2.737,1.1,0.94,sample
2026-05-01 09:03:58.000,worker_anon_01,5.033,2.773,1.1,0.82,sample
2026-05-01 09:03:59.000,worker_anon_01,4.952,2.908,1.1,0.86,sample
2026-05-01 09:04:00.000,worker_anon_01,4.89,2.967,1.1,0.84,sample
2026-05-01 09:04:01.000,worker_anon_01,4.818,3.064,1.1,0.9,sample
2026-05-01 09:04:02.000,worker_anon_01,4.737,3.161,1.1,0.87,sample
2026-05-01 09:04:03.000,worker_anon_01,4.674,3.285,1.1,0.78,sample
2026-05-01 09:04:04.000,worker_anon_01,4.636,3.398,1.1,0.82,sample
2026-05-01 09:04:05.000,worker_anon_01,4.573,3.47,1.1,0.92,sample
2026-05-01 09:04:06.000,worker_anon_01,4.456,3.567,1.1,0.83,sample
2026-05-01 09:04:07.000,worker_anon_01,4.399,3.683,1.1,0.92,sample
2026-05-01 09:04:08.000,worker_anon_01,4.32,3.812,1.1,0.86,sample
2026-05-01 09:04:09.000,worker_anon_01,4.23,3.861,1.1,0.83,sample
2026-05-01 09:04:10.000,worker_anon_01,4.186,3.995,1.1,0.91,sample
2026-05-01 09:04:11.000,worker_anon_01,4.088,4.092,1.1,0.9,sample
2026-05-01 09:04:12.000,worker_anon_01,4.07,4.161,1.1,0.82,sample
2026-05-01 09:04:13.000,worker_anon_01,3.968,4.301,1.1,0.79,sample
2026-05-01 09:04:14.000,worker_anon_01,3.869,4.387,1.1,0.9,sample
2026-05-01 09:04:15.000,worker_anon_01,3.844,4.431,1.1,0.94,sample
2026-05-01 09:04:16.000,worker_anon_01,3.896,4.335,1.1,0.86,sample
2026-05-01 09:04:17.000,worker_anon_01,3.88,4.457,1.1,0.93,sample
2026-05-01 09:04:18.000,worker_anon_01,3.888,4.4,1.1,0.85,sample
2026-05-01 09:04:19.000,worker_anon_01,3.894,4.382,1.1,0.89,sample
2026-05-01 09:04:20.000,worker_anon_01,3.934,4.368,1.1,0.97,sample
2026-05-01 09:04:21.000,worker_anon_01,3.949,4.415,1.1,0.91,sample
2026-05-01 09:04:22.000,worker_anon_01,3.858,4.427,1.1,0.85,sample
2026-05-01 09:04:23.000,worker_anon_01,3.942,4.387,1.1,0.81,sample
2026-05-01 09:04:24.000,worker_anon_01,3.952,4.426,1.1,0.97,sample
2026-05-01 09:04:25.000,worker_anon_01,4.009,4.336,1.1,0.83,sample
2026-05-01 09:04:26.000,worker_anon_01,4.004,4.181,1.1,0.82,sample
2026-05-01 09:04:27.000,worker_anon_01,4.113,4.078,1.1,0.83,sample
2026-05-01 09:04:28.000,worker_anon_01,4.174,4.035,1.1,0.94,sample
2026-05-01 09:04:29.000,worker_anon_01,4.246,3.92,1.1,0.81,sample
2026-05-01 09:04:30.000,worker_anon_01,4.292,3.793,1.1,0.93,sample
2026-05-01 09:04:31.000,worker_anon_01,4.42,3.669,1.1,0.95,sample
2026-05-01 09:04:32.000,worker_anon_01,4.454,3.599,1.1,0.87,sample
2026-05-01 09:04:33.000,worker_anon_01,4.524,3.492,1.1,0.81,sample
2026-05-01 09:04:34.000,worker_anon_01,4.612,3.386,1.1,0.89,sample
2026-05-01 09:04:35.000,worker_anon_01,4.653,3.285,1.1,0.86,sample
2026-05-01 09:04:36.000,worker_anon_01,4.721,3.222,1.1,0.84,sample
2026-05-01 09:04:37.000,worker_anon_01,4.859,3.138,1.1,0.91,sample
2026-05-01 09:04:38.000,worker_anon_01,4.903,3.023,1.1,0.94,sample
2026-05-01 09:04:39.000,worker_anon_01,5.0,2.908,1.1,0.79,sample
2026-05-01 09:04:40.000,worker_anon_01,5.042,2.797,1.1,0.85,sample
2026-05-01 09:04:41.000,worker_anon_01,5.089,2.683,1.1,0.87,sample
2026-05-01 09:04:42.000,worker_anon_01,5.176,2.615,1.1,0.88,sample
2026-05-01 09:04:43.000,worker_anon_01,5.282,2.47,1.1,0.86,sample
2026-05-01 09:04:44.000,worker_anon_01,5.364,2.374,1.1,0.81,sample
2026-05-01 09:04:45.000,worker_anon_01,5.389,2.296,1.1,0.93,sample
2026-05-01 09:04:46.000,worker_anon_01,5.448,2.184,1.1,0.94,sample
2026-05-01 09:04:47.000,worker_anon_01,5.509,2.069,1.1,0.85,sample
2026-05-01 09:04:48.000,worker_anon_01,5.63,2.018,1.1,0.94,sample
2026-05-01 09:04:49.000,worker_anon_01,5.699,1.899,1.1,0.95,sample
2026-05-01 09:04:50.000,worker_anon_01,5.719,1.769,1.1,0.79,sample
2026-05-01 09:04:51.000,worker_anon_01,5.815,1.687,1.1,0.96,sample
2026-05-01 09:04:52.000,worker_anon_01,5.924,1.568,1.1,0.93,sample
2026-05-01 09:04:53.000,worker_anon_01,5.939,1.638,1.1,0.88,sample
2026-05-01 09:04:54.000,worker_anon_01,5.953,1.56,1.1,0.82,sample
2026-05-01 09:04:55.000,worker_anon_01,5.966,1.613,1.1,0.85,sample
2026-05-01 09:04:56.000,worker_anon_01,5.884,1.596,1.1,0.88,sample
2026-05-01 09:04:57.000,worker_anon_01,5.953,1.554,1.1,0.85,sample
2026-05-01 09:04:58.000,worker_anon_01,5.884,1.561,1.1,0.85,sample
2026-05-01 09:04:59.000,worker_anon_01,5.867,1.548,1.1,0.94,sample
2026-05-01 09:05:00.000,worker_anon_01,5.949,1.552,1.1,0.98,sample
2026-05-01 09:05:01.000,worker_anon_01,5.843,1.627,1.1,0.93,sample
2026-05-01 09:05:02.000,worker_anon_01,5.942,1.644,1.1,0.88,sample
2026-05-01 09:05:03.000,worker_anon_01,5.844,1.552,1.1,0.81,sample
2026-05-01 09:05:04.000,worker_anon_01,5.834,1.539,1.1,0.84,sample
2026-05-01 09:05:05.000,worker_anon_01,5.905,1.598,1.1,0.86,sample
2026-05-01 09:05:06.000,worker_anon_01,5.919,1.545,1.1,0.94,sample
2026-05-01 09:05:07.000,worker_anon_01,5.87,1.559,1.1,0.89,sample
2026-05-01 09:05:08.000,worker_anon_01,5.839,1.531,1.1,0.9,sample
2026-05-01 09:05:09.000,worker_anon_01,5.941,1.664,1.1,0.84,sample
2026-05-01 09:05:10.000,worker_anon_01,5.967,1.652,1.1,0.83,sample
2026-05-01 09:05:11.000,worker_anon_01,5.968,1.557,1.1,0.97,sample
2026-05-01 09:05:12.000,worker_anon_01,5.93,1.557,1.1,0.93,sample
2026-05-01 09:05:13.000,worker_anon_01,5.766,1.544,1.1,0.95,sample
2026-05-01 09:05:14.000,worker_anon_01,5.652,1.459,1.1,0.93,sample
2026-05-01 09:05:15.000,worker_anon_01,5.605,1.443,1.1,0.91,sample
2026-05-01 09:05:16.000,worker_anon_01,5.515,1.33,1.1,0.83,sample
2026-05-01 09:05:17.000,worker_anon_01,5.354,1.248,1.1,0.87,sample
2026-05-01 09:05:18.000,worker_anon_01,5.228,1.26,1.1,0.82,sample
2026-05-01 09:05:19.000,worker_anon_01,5.131,1.162,1.1,0.92,sample
2026-05-01 09:05:20.000,worker_anon_01,5.062,1.127,1.1,0.79,sample
2026-05-01 09:05:21.000,worker_anon_01,4.913,1.034,1.1,0.95,sample
2026-05-01 09:05:22.000,worker_anon_01,4.859,0.974,1.1,0.92,sample
2026-05-01 09:05:23.000,worker_anon_01,4.721,0.872,1.1,0.91,sample
2026-05-01 09:05:24.000,worker_anon_01,4.668,0.819,1.1,0.81,sample
2026-05-01 09:05:25.000,worker_anon_01,4.568,0.741,1.1,0.92,sample
2026-05-01 09:05:26.000,worker_anon_01,4.436,0.677,1.1,0.79,sample
2026-05-01 09:05:27.000,worker_anon_01,4.334,0.626,1.1,0.86,sample
2026-05-01 09:05:28.000,worker_anon_01,4.2,0.552,1.1,0.82,sample
2026-05-01 09:05:29.000,worker_anon_01,4.141,0.507,1.1,0.86,sample
2026-05-01 09:05:30.000,worker_anon_01,3.978,0.494,1.1,0.85,sample
2026-05-01 09:05:31.000,worker_anon_01,3.934,0.388,1.1,0.96,sample
